Transcript stable ID	RefSeq mRNA ID
ENST00000412809	
ENST00000440633	
ENST00000439299	
ENST00000433788	
ENST00000455487	
ENST00000415283	
ENST00000416002	
ENST00000432575	
ENST00000580069	
ENST00000439008	
ENST00000408114	
ENST00000425638	
ENST00000416090	
ENST00000567301	
ENST00000358455	
ENST00000430722	
ENST00000567627	
ENST00000455755	
ENST00000364291	
ENST00000567798	
ENST00000394336	
ENST00000562091	
ENST00000440372	
ENST00000411690	
ENST00000428783	
ENST00000490410	
ENST00000449840	
ENST00000577950	
ENST00000459093	
ENST00000566025	
ENST00000450653	
ENST00000441659	
ENST00000458403	
ENST00000424219	
ENST00000428419	
ENST00000417970	
ENST00000418076	
ENST00000413933	
ENST00000545740	
ENST00000433210	
ENST00000411449	
ENST00000400497	
ENST00000391307	
ENST00000569854	
ENST00000390991	
ENST00000448908	
ENST00000461502	
ENST00000603349	
ENST00000426991	
ENST00000282964	
ENST00000400117	
ENST00000413631	
ENST00000443479	
ENST00000440735	
ENST00000436373	
ENST00000516042	
ENST00000422994	
ENST00000437678	
ENST00000517154	
ENST00000384595	
ENST00000425094	
ENST00000425091	
ENST00000423329	
ENST00000421002	
ENST00000447938	
ENST00000435037	
ENST00000498134	
ENST00000413190	
ENST00000408750	
ENST00000401043	
ENST00000456087	
ENST00000440860	
ENST00000566592	
ENST00000412119	
ENST00000568527	
ENST00000416768	
ENST00000578654	
ENST00000437238	
ENST00000363202	
ENST00000452561	
ENST00000567967	
ENST00000435279	
ENST00000568842	
ENST00000419299	
ENST00000418660	
ENST00000564196	
ENST00000448832	
ENST00000563183	
ENST00000567782	
ENST00000421423	
ENST00000425058	
ENST00000562005	
ENST00000569402	
ENST00000408283	
ENST00000561786	
ENST00000428205	
ENST00000565936	
ENST00000358086	
ENST00000413637	
ENST00000416182	
ENST00000582601	
ENST00000446442	
ENST00000419069	
ENST00000443849	
ENST00000609233	
ENST00000608539	
ENST00000608315	
ENST00000602192	
ENST00000609061	
ENST00000609615	
ENST00000338912	
ENST00000609137	
ENST00000446789	
ENST00000609995	
ENST00000609108	
ENST00000607944	
ENST00000601559	
ENST00000608205	
ENST00000609167	
ENST00000425979	
ENST00000608175	
ENST00000430060	
ENST00000608803	
ENST00000598534	
ENST00000608197	
ENST00000607935	
ENST00000424635	
ENST00000609608	
ENST00000609335	
ENST00000608060	
ENST00000415696	
ENST00000558565	
ENST00000609588	
ENST00000609536	
ENST00000600642	
ENST00000610218	
ENST00000609063	
ENST00000452500	
ENST00000609343	
ENST00000609788	
ENST00000455730	
ENST00000604642	
ENST00000609997	
ENST00000608695	
ENST00000608628	
ENST00000608496	
ENST00000419199	
ENST00000609351	
ENST00000423246	
ENST00000416327	
ENST00000609790	
ENST00000608981	
ENST00000420255	
ENST00000590747	
ENST00000585861	
ENST00000414992	
ENST00000419467	
ENST00000589800	
ENST00000453584	
ENST00000586727	
ENST00000603326	
ENST00000589816	
ENST00000365477	
ENST00000587441	
ENST00000590997	
ENST00000413535	
ENST00000588966	
ENST00000604950	
ENST00000590003	
ENST00000586424	
ENST00000458001	
ENST00000591781	
ENST00000589472	
ENST00000603077	
ENST00000588660	
ENST00000592544	
ENST00000590434	
ENST00000589122	
ENST00000608651	
ENST00000419431	
ENST00000449453	
ENST00000443576	
ENST00000605284	
ENST00000577451	
ENST00000580757	
ENST00000433524	
ENST00000390762	
ENST00000454681	
ENST00000566412	
ENST00000442500	
ENST00000437698	
ENST00000579347	
ENST00000609861	
ENST00000445227	
ENST00000608044	
ENST00000568367	
ENST00000609493	
ENST00000608010	
ENST00000442716	
ENST00000430978	
ENST00000610194	
ENST00000362766	
ENST00000452207	
ENST00000562460	
ENST00000425483	
ENST00000516588	
ENST00000579049	
ENST00000563359	
ENST00000408071	
ENST00000565508	
ENST00000451853	
ENST00000564463	
ENST00000362326	
ENST00000455857	
ENST00000567084	
ENST00000605909	
ENST00000562554	
ENST00000609661	
ENST00000427390	NM_001145004
ENST00000569139	
ENST00000426859	
ENST00000440160	
ENST00000566226	
ENST00000428706	
ENST00000454567	
ENST00000562710	
ENST00000365469	
ENST00000606365	
ENST00000564142	
ENST00000454005	
ENST00000564002	
ENST00000444130	
ENST00000430917	
ENST00000582191	
ENST00000563411	
ENST00000568811	
ENST00000580432	
ENST00000561597	
ENST00000379571	
ENST00000439854	
ENST00000567013	
ENST00000569519	
ENST00000392050	
ENST00000566913	
ENST00000563216	
ENST00000453244	
ENST00000446989	
ENST00000595502	
ENST00000408592	
ENST00000422430	
ENST00000456848	
ENST00000384474	NR_046940
ENST00000581522	
ENST00000302092	
ENST00000559480	
ENST00000448609	
ENST00000410670	
ENST00000432112	
ENST00000453620	
ENST00000580773	
ENST00000563585	
ENST00000421226	
ENST00000400435	
ENST00000605569	
ENST00000437983	
ENST00000428620	
ENST00000568725	
ENST00000438063	
ENST00000567347	
ENST00000421928	
ENST00000564462	
ENST00000428062	
ENST00000408173	
ENST00000365525	
ENST00000454856	NM_001277303
ENST00000412619	
ENST00000441759	
ENST00000414480	
ENST00000581405	
ENST00000362406	
ENST00000438328	
ENST00000420325	
ENST00000421604	
ENST00000569845	
ENST00000434565	
ENST00000454060	
ENST00000406845	
ENST00000451826	
ENST00000414161	
ENST00000445341	
ENST00000411146	
ENST00000441430	
ENST00000447765	
ENST00000516986	NR_046930
ENST00000262354	
ENST00000390760	
ENST00000604446	
ENST00000448887	
ENST00000424744	
ENST00000603693	
ENST00000447052	
ENST00000603935	
ENST00000445530	
ENST00000458481	
ENST00000604102	
ENST00000459206	
ENST00000401195	
ENST00000583252	
ENST00000363656	
ENST00000418361	
ENST00000425085	
ENST00000603479	
ENST00000561428	
ENST00000391251	
ENST00000604838	
ENST00000455241	
ENST00000605218	
ENST00000384727	
ENST00000594169	
ENST00000400432	
ENST00000517003	
ENST00000400430	
ENST00000400431	
ENST00000542632	
ENST00000339626	
ENST00000390157	
ENST00000384919	
ENST00000458118	
ENST00000435397	
ENST00000559471	NM_001193489
ENST00000432905	
ENST00000379515	
ENST00000456963	
ENST00000261847	NM_014701
ENST00000458172	
ENST00000439682	NM_001277304
ENST00000439682	NM_207355
ENST00000604259	
ENST00000380927	
ENST00000304932	
ENST00000553662	
ENST00000559122	
ENST00000423358	
ENST00000570157	
ENST00000559198	
ENST00000577639	
ENST00000362828	
ENST00000561203	
ENST00000491551	
ENST00000433101	
ENST00000557940	
ENST00000400429	
ENST00000441465	
ENST00000458837	
ENST00000559424	
ENST00000447405	
ENST00000558461	
ENST00000450245	
ENST00000557923	
ENST00000415269	
ENST00000416129	
ENST00000434859	
ENST00000583122	
ENST00000411348	NR_046931
ENST00000448063	
ENST00000581648	
ENST00000454403	
ENST00000416218	
ENST00000578499	
ENST00000419933	
ENST00000453784	
ENST00000577994	
ENST00000423581	
ENST00000583558	
ENST00000415182	
ENST00000412208	
ENST00000578490	
ENST00000422155	
ENST00000578535	
ENST00000564506	
ENST00000579571	
ENST00000567793	
ENST00000421076	
ENST00000584422	
ENST00000582215	
ENST00000577354	
ENST00000582164	
ENST00000582650	
ENST00000583027	
ENST00000583794	
ENST00000463999	
ENST00000384235	
ENST00000580984	
ENST00000582697	
ENST00000451871	
ENST00000298232	NM_199259
ENST00000427605	
ENST00000435020	
ENST00000413246	
ENST00000578129	
ENST00000361285	NM_199261
ENST00000403865	
ENST00000580645	
ENST00000342420	NM_199260
ENST00000582753	
ENST00000486780	
ENST00000604283	
ENST00000583887	
ENST00000442741	
ENST00000468051	
ENST00000447568	
ENST00000453169	
ENST00000569427	
ENST00000458199	
ENST00000579682	
ENST00000561994	
ENST00000415664	
ENST00000604485	
ENST00000307796	
ENST00000328758	
ENST00000569541	NM_031421
ENST00000415620	
ENST00000565052	
ENST00000578162	
ENST00000396712	
ENST00000540061	
ENST00000578364	
ENST00000425609	
ENST00000430744	
ENST00000580975	
ENST00000434273	
ENST00000517112	
ENST00000444442	
ENST00000582910	
ENST00000604480	
ENST00000384431	
ENST00000578367	
ENST00000517037	
ENST00000585327	
ENST00000439707	
ENST00000584883	
ENST00000587571	
ENST00000299443	NM_174981
ENST00000592085	
ENST00000591799	
ENST00000423211	
ENST00000609808	
ENST00000596508	
ENST00000562963	
ENST00000564914	
ENST00000378718	
ENST00000582605	
ENST00000563912	
ENST00000567931	
ENST00000325496	
ENST00000579964	
ENST00000578701	
ENST00000432331	
ENST00000569092	
ENST00000590371	
ENST00000568797	
ENST00000587905	
ENST00000444663	
ENST00000437867	
ENST00000579458	
ENST00000590115	
ENST00000391065	
ENST00000415082	
ENST00000583852	
ENST00000421190	
ENST00000584560	
ENST00000432701	
ENST00000583051	
ENST00000607312	
ENST00000399848	NM_181482
ENST00000580510	
ENST00000426579	
ENST00000583148	
ENST00000422303	
ENST00000359446	NM_181481
ENST00000412207	
ENST00000586222	
ENST00000459558	
ENST00000572436	
ENST00000593236	
ENST00000426509	
ENST00000577172	
ENST00000587600	
ENST00000414562	
ENST00000586207	
ENST00000437748	
ENST00000587440	
ENST00000581392	
ENST00000592657	
ENST00000411409	
ENST00000344577	NM_198996
ENST00000606815	
ENST00000400211	
ENST00000516246	NR_046939
ENST00000587757	NM_001003674
ENST00000536861	
ENST00000605137	
ENST00000408236	
ENST00000585931	NM_001276249
ENST00000517242	
ENST00000590308	
ENST00000362607	NR_002967
ENST00000586765	NM_001003675
ENST00000610057	
ENST00000592812	
ENST00000361303	
ENST00000435606	
ENST00000592991	NM_001276251
ENST00000361205	
ENST00000332663	NM_001004719
ENST00000468643	
ENST00000441009	
ENST00000468788	
ENST00000495055	
ENST00000562265	NM_001001349
ENST00000461088	
ENST00000569286	
ENST00000561861	
ENST00000568696	
ENST00000328795	NM_001005241
ENST00000569942	
ENST00000564164	
ENST00000446404	
ENST00000570113	
ENST00000400577	NM_144770
ENST00000563097	
ENST00000517509	
ENST00000563653	
ENST00000454182	
ENST00000475864	
ENST00000441666	
ENST00000567362	
ENST00000412946	
ENST00000444178	
ENST00000520622	
ENST00000520590	
ENST00000523506	
ENST00000604066	
ENST00000521336	
ENST00000522859	
ENST00000524062	
ENST00000599120	
ENST00000520310	
ENST00000520924	
ENST00000521507	
ENST00000523445	
ENST00000522845	
ENST00000557788	
ENST00000434849	
ENST00000520585	
ENST00000423389	
ENST00000424017	
ENST00000522673	
ENST00000519454	
ENST00000520432	
ENST00000330825	
ENST00000564742	
ENST00000379050	
ENST00000565175	
ENST00000420693	
ENST00000565920	
ENST00000568066	
ENST00000398357	
ENST00000545120	
ENST00000506633	
ENST00000285667	NM_006948
ENST00000478035	
ENST00000544452	
ENST00000420177	
ENST00000363839	
ENST00000428659	
ENST00000560659	
ENST00000447446	
ENST00000316397	NM_001001413
ENST00000316397	NM_001271664
ENST00000435067	
ENST00000453802	
ENST00000418942	
ENST00000426552	
ENST00000410635	
ENST00000426609	
ENST00000606351	
ENST00000409758	
ENST00000606243	
ENST00000410986	
ENST00000606991	
ENST00000563880	
ENST00000415033	
ENST00000563345	
ENST00000490496	
ENST00000459016	
ENST00000565015	
ENST00000517045	
ENST00000510179	
ENST00000566370	
ENST00000411404	
ENST00000516576	NR_046938
ENST00000560240	
ENST00000400564	
ENST00000424051	
ENST00000400566	NM_022136
ENST00000400566	NM_001286523
ENST00000285670	NM_001256370
ENST00000463807	
ENST00000493640	
ENST00000535073	
ENST00000598084	
ENST00000435732	NM_001256579
ENST00000416521	
ENST00000564173	
ENST00000458282	
ENST00000400562	
ENST00000593640	
ENST00000599175	
ENST00000469393	
ENST00000467280	
ENST00000595532	
ENST00000594428	
ENST00000594153	
ENST00000567939	
ENST00000598822	
ENST00000400428	
ENST00000378775	
ENST00000565659	
ENST00000535895	
ENST00000423650	
ENST00000455126	
ENST00000452352	
ENST00000430913	
ENST00000420444	
ENST00000496982	
ENST00000388901	NM_001143887
ENST00000388901	NM_004236
ENST00000432820	
ENST00000299259	
ENST00000565751	
ENST00000424277	
ENST00000570252	
ENST00000417987	
ENST00000568002	
ENST00000542928	
ENST00000567952	
ENST00000563870	
ENST00000435617	
ENST00000558843	
ENST00000562910	
ENST00000561248	
ENST00000569640	
ENST00000566385	
ENST00000564151	
ENST00000559016	
ENST00000423869	
ENST00000558545	
ENST00000573654	
ENST00000572049	
ENST00000422483	
ENST00000583330	
ENST00000438155	
ENST00000566311	
ENST00000433480	
ENST00000436963	
ENST00000584546	
ENST00000474415	
ENST00000582108	
ENST00000599544	
ENST00000580699	
ENST00000452246	
ENST00000582893	
ENST00000452288	
ENST00000580883	
ENST00000400199	
ENST00000425350	
ENST00000400202	
ENST00000411932	
ENST00000410459	
ENST00000584547	
ENST00000318948	NM_003489
ENST00000453033	
ENST00000419812	
ENST00000483523	
ENST00000580512	
ENST00000364792	
ENST00000584566	
ENST00000451754	
ENST00000362918	
ENST00000578589	
ENST00000446556	
ENST00000577406	
ENST00000447552	
ENST00000423367	
ENST00000435400	
ENST00000584680	
ENST00000451812	
ENST00000316159	
ENST00000582726	
ENST00000366359	
ENST00000603176	
ENST00000410216	
ENST00000563924	NM_000442
ENST00000515910	
ENST00000318353	
ENST00000580562	
ENST00000568702	
ENST00000363194	
ENST00000566422	
ENST00000390796	
ENST00000579259	
ENST00000564866	
ENST00000579844	
ENST00000581934	
ENST00000563523	
ENST00000558940	
ENST00000561739	
ENST00000577674	
ENST00000560347	
ENST00000566616	
ENST00000408804	
ENST00000569967	
ENST00000569530	
ENST00000283645	NM_052903
ENST00000584482	
ENST00000581532	
ENST00000453949	NM_001102610
ENST00000583089	
ENST00000558664	
ENST00000260385	
ENST00000583580	
ENST00000559846	
ENST00000561214	
ENST00000515893	
ENST00000560588	
ENST00000559534	
ENST00000568243	
ENST00000558915	
ENST00000459603	
ENST00000558777	
ENST00000459545	
ENST00000581836	
ENST00000425147	
ENST00000582307	
ENST00000425586	
ENST00000338376	NM_018145
ENST00000557831	
ENST00000458725	
ENST00000558232	
ENST00000441013	
ENST00000433070	
ENST00000332587	
ENST00000443587	
ENST00000560779	
ENST00000581856	
ENST00000440205	
ENST00000421758	
ENST00000558560	
ENST00000578119	
ENST00000439840	
ENST00000449579	
ENST00000607334	
ENST00000578477	
ENST00000560460	
ENST00000459023	
ENST00000235290	
ENST00000581452	
ENST00000558364	
ENST00000419694	
ENST00000385271	
ENST00000560905	
ENST00000384292	
ENST00000384511	
ENST00000456917	
ENST00000580937	
ENST00000425606	
ENST00000385060	
ENST00000495613	
ENST00000567517	
ENST00000583706	
ENST00000420965	
ENST00000579251	
ENST00000445636	
ENST00000450769	
ENST00000516570	
ENST00000408271	
ENST00000565978	
ENST00000436405	
ENST00000428276	
ENST00000363602	
ENST00000583900	
ENST00000456904	
ENST00000260447	NM_005258
ENST00000596385	
ENST00000585232	
ENST00000599572	
ENST00000561160	
ENST00000597894	
ENST00000558670	
ENST00000600590	
ENST00000571603	
ENST00000584628	
ENST00000559445	
ENST00000596669	
ENST00000413510	
ENST00000580250	
ENST00000516163	
ENST00000559932	
ENST00000582269	
ENST00000363841	
ENST00000583625	
ENST00000558467	
ENST00000604384	
ENST00000455275	
ENST00000585046	
ENST00000605421	
ENST00000608591	
ENST00000410388	
ENST00000596992	
ENST00000609365	
ENST00000580420	
ENST00000454605	
ENST00000593750	
ENST00000384075	
ENST00000593369	
ENST00000601286	
ENST00000581802	
ENST00000435878	
ENST00000594244	
ENST00000582538	
ENST00000429340	
ENST00000452460	
ENST00000583184	
ENST00000421771	
ENST00000444306	
ENST00000582018	
ENST00000484967	
ENST00000582233	
ENST00000459168	
ENST00000583138	
ENST00000581838	
ENST00000362503	
ENST00000580789	
ENST00000581134	
ENST00000573512	
ENST00000410463	
ENST00000579744	
ENST00000579580	
ENST00000583045	
ENST00000580137	
ENST00000582952	
ENST00000521273	
ENST00000400448	
ENST00000578436	
ENST00000583923	
ENST00000579819	
ENST00000567636	
ENST00000585235	
ENST00000562560	
ENST00000408694	
ENST00000578349	
ENST00000322247	NM_001098801
ENST00000585785	
ENST00000588475	
ENST00000220496	NM_018163
ENST00000589346	
ENST00000561110	
ENST00000592976	
ENST00000591269	
ENST00000402563	NM_152352
ENST00000559238	
ENST00000558727	
ENST00000560645	
ENST00000414486	
ENST00000560065	
ENST00000357401	
ENST00000561018	
ENST00000559310	
ENST00000608410	
ENST00000493639	
ENST00000560301	
ENST00000533288	
ENST00000426771	
ENST00000558769	
ENST00000485590	
ENST00000561044	
ENST00000584048	
ENST00000531898	
ENST00000389600	
ENST00000429271	
ENST00000532104	
ENST00000420186	
ENST00000447384	
ENST00000537462	
ENST00000410988	
ENST00000563710	
ENST00000433280	
ENST00000569306	
ENST00000399168	
ENST00000605362	
ENST00000577722	
ENST00000570644	
ENST00000285679	NM_013396
ENST00000602881	
ENST00000351097	
ENST00000602636	
ENST00000574715	
ENST00000285681	NM_001283042
ENST00000576550	
ENST00000547201	
ENST00000582032	
ENST00000549362	
ENST00000577776	
ENST00000584452	
ENST00000464435	
ENST00000580373	
ENST00000453553	
ENST00000584448	
ENST00000449491	
ENST00000582247	
ENST00000579418	
ENST00000579166	
ENST00000478932	
ENST00000577338	
ENST00000400183	NM_001283041
ENST00000578316	
ENST00000582001	
ENST00000595435	
ENST00000593672	
ENST00000579675	
ENST00000596050	
ENST00000578797	
ENST00000594959	
ENST00000585209	
ENST00000315087	NM_013305
ENST00000440664	
ENST00000584543	
ENST00000595424	
ENST00000577555	
ENST00000598905	
ENST00000580202	
ENST00000593709	
ENST00000434512	
ENST00000590497	
ENST00000595997	
ENST00000593928	
ENST00000538168	
ENST00000601572	
ENST00000594358	
ENST00000536490	
ENST00000594604	
ENST00000587428	
ENST00000594488	
ENST00000589088	
ENST00000598864	
ENST00000600477	
ENST00000591375	
ENST00000593429	
ENST00000596180	
ENST00000588155	
ENST00000596303	
ENST00000590488	
ENST00000597745	
ENST00000602089	
ENST00000599315	
ENST00000601318	
ENST00000601034	
ENST00000610018	
ENST00000608520	
ENST00000577312	
ENST00000574193	
ENST00000596904	
ENST00000595905	
ENST00000427198	
ENST00000484133	
ENST00000411777	
ENST00000577728	
ENST00000516332	
ENST00000384193	
ENST00000577141	
ENST00000482700	
ENST00000582945	
ENST00000433775	
ENST00000574247	
ENST00000456688	
ENST00000581883	
ENST00000454280	
ENST00000582061	
ENST00000583769	
ENST00000583304	
ENST00000439042	
ENST00000572101	
ENST00000566886	
ENST00000497848	
ENST00000581165	
ENST00000583033	
ENST00000451298	
ENST00000566865	
ENST00000584521	
ENST00000581629	
ENST00000579747	
ENST00000416599	
ENST00000607588	
ENST00000606974	
ENST00000423686	
ENST00000606619	
ENST00000561576	
ENST00000284878	NM_001338
ENST00000568217	
ENST00000400166	NM_001207063
ENST00000356275	NM_001207065
ENST00000400165	NM_001207064
ENST00000400169	NM_001207066
ENST00000306618	
ENST00000543302	
ENST00000585916	NM_004671
ENST00000605924	
ENST00000606973	
ENST00000383314	
ENST00000403471	
ENST00000608790	
ENST00000559883	
ENST00000398654	
ENST00000606043	
ENST00000569961	
ENST00000588457	
ENST00000605936	
ENST00000559963	
ENST00000563590	NM_203348
ENST00000606711	
ENST00000592764	NM_003799
ENST00000565954	
ENST00000591746	
ENST00000545673	
ENST00000589866	
ENST00000585255	
ENST00000588417	
ENST00000324794	NM_173206
ENST00000593007	
ENST00000591922	
ENST00000592212	
ENST00000590127	
ENST00000262173	
ENST00000592011	
ENST00000591865	
ENST00000589819	
ENST00000589917	
ENST00000586953	
ENST00000535051	
ENST00000592221	
ENST00000587810	
ENST00000420241	
ENST00000586170	
ENST00000586634	
ENST00000604285	
ENST00000590944	
ENST00000447844	
ENST00000406229	
ENST00000426418	
ENST00000565315	
ENST00000339775	NM_001130914
ENST00000344320	NM_001130448
ENST00000564302	
ENST00000568419	
ENST00000568525	
ENST00000348354	NM_006806
ENST00000327171	NM_001001556
ENST00000563217	
ENST00000411460	
ENST00000425376	
ENST00000471860	
ENST00000582049	
ENST00000442550	
ENST00000496601	
ENST00000504988	NM_001198986
ENST00000503052	
ENST00000433344	
ENST00000464058	
ENST00000560654	
ENST00000564093	
ENST00000560114	
ENST00000457956	
ENST00000558775	
ENST00000324988	
ENST00000561388	
ENST00000561074	
ENST00000558101	
ENST00000559040	
ENST00000426534	
ENST00000458316	
ENST00000423808	
ENST00000558967	
ENST00000436878	
ENST00000560178	
ENST00000566546	
ENST00000609782	
ENST00000560031	
ENST00000563163	
ENST00000562728	
ENST00000567364	
ENST00000396509	NM_002044
ENST00000558168	
ENST00000558956	
ENST00000559208	
ENST00000528023	
ENST00000559095	
ENST00000558145	
ENST00000476341	
ENST00000357199	NM_181510
ENST00000289953	NM_130896
ENST00000560119	
ENST00000563281	
ENST00000544523	
ENST00000560138	
ENST00000559423	
ENST00000559454	
ENST00000326000	NM_147198
ENST00000561014	
ENST00000558399	
ENST00000559580	
ENST00000560528	
ENST00000558457	
ENST00000543495	
ENST00000569672	
ENST00000558945	
ENST00000485809	
ENST00000566817	
ENST00000500949	
ENST00000562181	
ENST00000561275	
ENST00000559368	
ENST00000583612	
ENST00000560706	
ENST00000284881	NM_001100420
ENST00000284881	NM_017447
ENST00000582239	
ENST00000560545	
ENST00000578782	
ENST00000561226	
ENST00000400559	
ENST00000579160	
ENST00000557993	
ENST00000580366	
ENST00000564535	NM_001288814
ENST00000400558	NM_001100421
ENST00000501665	
ENST00000405964	
ENST00000563621	
ENST00000580071	
ENST00000568089	
ENST00000493464	
ENST00000482915	
ENST00000562720	
ENST00000591558	
ENST00000566962	
ENST00000564799	
ENST00000362334	
ENST00000587528	
ENST00000586960	
ENST00000596954	
ENST00000408482	
ENST00000586922	
ENST00000399070	
ENST00000288398	NM_000366
